,City,City_latitude,City_longitude,City_CCM,Hotels_name,Hotels_url,Hotels_score,Hotels_description,Hotels_latitude,Hotels_longitude
0,Aigues Mortes,43.5661521,4.19154,0.915,"['La Chambre Côté Piscine', 'La Maison du Môle', 'Maison Arthur', 'Ô 36 Rempart Sud B&B', 'Résidence Odalys Fleur de Sel', 'Appartement centre village, clim et parking gratuit', 'Maison cosy, 2 chambres, adossée aux remparts', 'LESEHAN APPARTEMENT AIGUES MORTES Vue Remparts', 'Résidence Odalys Le Mas des Flamants', '27 côté remparts', ""Chambre d'hôtes villa Adoya dans les remparts, piscine, ascenseur"", 'Hôtel Le Médiéval', 'La Paloma', 'Maison des Croisades', 'Artemia Aigues-Mortes - Hotel avec piscine', 'Les Jardins du Canal Piscine Chauffée', 'Hôtel Saint Louis', 'Boutique Hôtel des Remparts & Spa', 'La Maison de Lyna - Suites de charme intra-muros avec parking & autonomie', 'La Villa Mazarin']","['https://www.booking.com/hotel/fr/la-chambre-cote-piscine.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=81f8999103f22008e5f512cf32cb4ba9&srepoch=1754328821&from=searchresults', 'https://www.booking.com/hotel/fr/la-maison-du-mole.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=81f8999103f22008e5f512cf32cb4ba9&srepoch=1754328821&from=searchresults', 'https://www.booking.com/hotel/fr/maison-arthur.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=81f8999103f22008e5f512cf32cb4ba9&srepoch=1754328821&from=searchresults', 'https://www.booking.com/hotel/fr/o-36-rempart-sud.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=81f8999103f22008e5f512cf32cb4ba9&srepoch=1754328821&from=searchresults', 'https://www.booking.com/hotel/fr/residence-odalys-fleur-de-sel.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=81f8999103f22008e5f512cf32cb4ba9&srepoch=1754328821&from=searchresults', 'https://www.booking.com/hotel/fr/appartement-centre-village-clim-et-parking-gratuit.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=81f8999103f22008e5f512cf32cb4ba9&srepoch=1754328821&from=searchresults', 'https://www.booking.com/hotel/fr/maison-cosy-2-chambres-adossee-aux-remparts.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=81f8999103f22008e5f512cf32cb4ba9&srepoch=1754328821&from=searchresults', 'https://www.booking.com/hotel/fr/appartement-70m2-vue-rempart.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=81f8999103f22008e5f512cf32cb4ba9&srepoch=1754328821&from=searchresults', 'https://www.booking.com/hotel/fr/residence-le-mas-des-flamants.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=81f8999103f22008e5f512cf32cb4ba9&srepoch=1754328821&from=searchresults', 'https://www.booking.com/hotel/fr/27-cote-remparts.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=81f8999103f22008e5f512cf32cb4ba9&srepoch=1754328821&from=searchresults', 'https://www.booking.com/hotel/fr/chambre-d-hotes-adoya.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=81f8999103f22008e5f512cf32cb4ba9&srepoch=1754328821&from=searchresults', 'https://www.booking.com/hotel/fr/le-medieval.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=81f8999103f22008e5f512cf32cb4ba9&srepoch=1754328821&from=searchresults', 'https://www.booking.com/hotel/fr/la-paloma-aigues-mortes.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=81f8999103f22008e5f512cf32cb4ba9&srepoch=1754328821&from=searchresults', 'https://www.booking.com/hotel/fr/des-croisades.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=81f8999103f22008e5f512cf32cb4ba9&srepoch=1754328821&from=searchresults', 'https://www.booking.com/hotel/fr/le-royal-hotel-aigues-mortes.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=81f8999103f22008e5f512cf32cb4ba9&srepoch=1754328821&from=searchresults', 'https://www.booking.com/hotel/fr/canal-aigues-mortes.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=81f8999103f22008e5f512cf32cb4ba9&srepoch=1754328821&from=searchresults', 'https://www.booking.com/hotel/fr/saint-louis-aigues-mortes.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=81f8999103f22008e5f512cf32cb4ba9&srepoch=1754328821&from=searchresults', 'https://www.booking.com/hotel/fr/les-remparts-aigues-mortes.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=81f8999103f22008e5f512cf32cb4ba9&srepoch=1754328821&from=searchresults', 'https://www.booking.com/hotel/fr/la-maison-de-lyna.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=81f8999103f22008e5f512cf32cb4ba9&srepoch=1754328821&from=searchresults', 'https://www.booking.com/hotel/fr/la-villa-mazarin.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=81f8999103f22008e5f512cf32cb4ba9&srepoch=1754328821&from=searchresults']","[10.0, 9.6, 9.0, 9.1, 8.3, 9.2, 9.7, 9.7, 8.5, 9.4, 9.6, 8.9, 9.0, 8.9, 8.9, 8.7, 8.5, 9.4, 9.0, 9.2]","['Boasting air-conditioned accommodation with a private pool, pool view and a terrace, La Chambre Côté Piscine is situated in Aigues-Mortes. ', 'Set in Aigues-Mortes and only 21 km from Parc des Expositions de Montpellier, La Maison du Môle offers accommodation with lake views, free WiFi and free private parking. ', 'Situated within 23 km of Parc des Expositions de Montpellier and 24 km of Sud de France Arena, Maison Arthur features rooms with air conditioning and a private bathroom in Aigues-Mortes. ', 'Offering city views, Ô 36 Rempart Sud B&B is an accommodation set in Aigues-Mortes, 24 km from Sud de France Arena and 28 km from Zenith Sud Montpellier. ', 'Set in Aigues-Mortes, Résidence Odalys Fleur de Sel is a 5-minute walk from the historic town centre and offers a seasonal outdoor heated pool. Free WiFi is available on site. ', 'Appartement centre village, clim et parking gratuit is set in Aigues-Mortes, 24 km from Sud de France Arena, 28 km from Zenith Sud Montpellier, as well as 29 km from Odysseum Shopping Centre. ', 'Situated in Aigues-Mortes in the Languedoc-Roussillon region, Maison cosy, 2 chambres, adossée aux remparts has a terrace. ', 'Located in Aigues-Mortes, 23 km from Parc des Expositions de Montpellier and 24 km from Sud de France Arena, LESEHAN APPARTEMENT AIGUES MORTES Vue Remparts provides spacious air-conditioned...', 'Located outside Aigues-Mortes’ fortifications, Résidence Odalys Le Mas des Flamants is just next to the Vidourle River. ', 'Located within 23 km of Parc des Expositions de Montpellier and 24 km of Sud de France Arena, 27 côté remparts provides rooms with air conditioning and a private bathroom in Aigues-Mortes. ', ""23 km from Parc des Expositions de Montpellier, Chambre d'hôtes villa Adoya dans les remparts, piscine, ascenseur is a recently renovated bed and breakfast located in Aigues-Mortes and features a..."", 'Le Médiéval is located on the banks of the canal in Aigues-Mortes, 30 km from Montpellier. It offers en suite rooms, free parking and an outdoor swimming pool. ', 'Offering garden views, La Paloma is an accommodation situated in Aigues-Mortes, 23 km from Sud de France Arena and 27 km from Zenith Sud Montpellier. ', 'Boasting a terrace, Maison des Croisades is situated in Aigues-Mortes in the Languedoc-Roussillon region, 22 km from Parc des Expositions de Montpellier and 23 km from Sud de France Arena. ', 'Featuring free WiFi and a seasonal outdoor swimming pool, Artemia Aigues-Mortes is located in Aigues-Mortes, a 15-minute drive from the Carmague Natural Regional Park. ', 'Hotel Canal Aigues Mortes is a 5-minute walk to the fortified city, on the banks of the canal, visible from its panoramic terrace and swimming pool. It offers air-conditioned rooms with free WiFi. ', 'Set in the historical heart of Aigues-Mortes, 200 yards from the Tour de Constance, Hôtel Saint Louis is an air-conditioned hotel with a wellness center and restaurant. ', 'Located in a former military station dating from the 18th-century, inside the medieval ramparts of Aigues-Mortes, this refined hotel offers a bar and a terrace with sun loungers. ', '23 km from Parc des Expositions de Montpellier, La Maison de Lyna - Suites de charme intra-muros avec parking & autonomie is situated in Aigues-Mortes and features air-conditioned rooms with free...', 'Property Description Set in a building dating from the 15th century, La Villa Mazarin is located in the fortified city of Aigues-Mortes. It offers a terrace and guests can enjoy a drink at the bar. ']","[43.5720862, 43.5518696, 43.5659428, 43.565764, 43.574094, 43.56724459, 43.5676511, 43.5670859, 43.57379435, 43.56663561, 43.5654615, 43.57186625, 43.57006008, 43.5689974, 43.57639589, 43.57298752, 43.56721967, 43.56803552, 43.5660175, 43.56498662]","[4.1963892, 4.16810244, 4.1924, 4.188757, 4.179246, 4.19366391, 4.1915496, 4.1938057, 4.18062186, 4.19414795, 4.1906992, 4.19366169, 4.1871778, 4.1882982, 4.19781804, 4.1948247, 4.1893436, 4.1903438, 4.1923532, 4.19175196]"
1,Aix en Provence,43.5298424,5.4474738,0.745,"['Hôtel Le Mozart', 'Hôtel de France', 'Radisson Hotel Aix En Provence', 'Set Club Hôtel & Spa', 'Les Suites du Cours & Spa', 'Les Lodges Sainte-Victoire Hotel & Spa', 'Aparthotel Adagio Aix-en-Provence Centre', 'Best Western Hotel le Galice Aix-en-Provence', 'Hôtel Escaletto', 'Hôtel des Augustins', 'Hôtel de la Rotonde Aix en Provence', 'Negrecoste Hôtel & Spa', 'La Caravelle', 'Villa Saint-Ange', 'Aquabella Hôtel & Spa', 'Grand Hôtel Roi René Aix - MGallery Collection', 'Hôtel Particulier Le 28 - Spa & Art Luxury Design by Alain Ducasse', 'Hôtel Boutique Cézanne centre Aix-en-Provence', 'Renaissance Aix-en-Provence Hotel', 'Château de la Gaude']","['https://www.booking.com/hotel/fr/le-mozart.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=93ba6bb78d0495bdf5aa07d6acb5cfa8&srepoch=1754328828&from=searchresults', 'https://www.booking.com/hotel/fr/de-france-aix-en-provence.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=93ba6bb78d0495bdf5aa07d6acb5cfa8&srepoch=1754328828&from=searchresults', 'https://www.booking.com/hotel/fr/golden-tulip-aix-en-provence.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=93ba6bb78d0495bdf5aa07d6acb5cfa8&srepoch=1754328828&from_sustainable_property_sr=1&from=searchresults', 'https://www.booking.com/hotel/fr/le-set.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=93ba6bb78d0495bdf5aa07d6acb5cfa8&srepoch=1754328828&from=searchresults', 'https://www.booking.com/hotel/fr/les-suites-du-cours.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=93ba6bb78d0495bdf5aa07d6acb5cfa8&srepoch=1754328828&from=searchresults', 'https://www.booking.com/hotel/fr/les-lodges-sainte-victoire.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=93ba6bb78d0495bdf5aa07d6acb5cfa8&srepoch=1754328828&from=searchresults', 'https://www.booking.com/hotel/fr/pierre-vacances-city-centre.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=93ba6bb78d0495bdf5aa07d6acb5cfa8&srepoch=1754328828&from_sustainable_property_sr=1&from=searchresults', 'https://www.booking.com/hotel/fr/best-western-le-galice.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=93ba6bb78d0495bdf5aa07d6acb5cfa8&srepoch=1754328828&from=searchresults', 'https://www.booking.com/hotel/fr/hotel-escaletto.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=93ba6bb78d0495bdf5aa07d6acb5cfa8&srepoch=1754328828&from_sustainable_property_sr=1&from=searchresults', 'https://www.booking.com/hotel/fr/les-augustins.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=93ba6bb78d0495bdf5aa07d6acb5cfa8&srepoch=1754328828&from=searchresults', 'https://www.booking.com/hotel/fr/rotonde.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=93ba6bb78d0495bdf5aa07d6acb5cfa8&srepoch=1754328828&from=searchresults', 'https://www.booking.com/hotel/fr/grand-negre-coste.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=93ba6bb78d0495bdf5aa07d6acb5cfa8&srepoch=1754328828&from=searchresults', 'https://www.booking.com/hotel/fr/la-caravelle-aix-en-provence.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=93ba6bb78d0495bdf5aa07d6acb5cfa8&srepoch=1754328828&from=searchresults', 'https://www.booking.com/hotel/fr/villa-saint-ange.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=93ba6bb78d0495bdf5aa07d6acb5cfa8&srepoch=1754328828&from=searchresults', 'https://www.booking.com/hotel/fr/hotel-aquabella.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=93ba6bb78d0495bdf5aa07d6acb5cfa8&srepoch=1754328828&from=searchresults', 'https://www.booking.com/hotel/fr/grand-mercure-roi-rene.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=93ba6bb78d0495bdf5aa07d6acb5cfa8&srepoch=1754328828&from_sustainable_property_sr=1&from=searchresults', 'https://www.booking.com/hotel/fr/particulier-28-a-aix-aix-en-provence1.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=93ba6bb78d0495bdf5aa07d6acb5cfa8&srepoch=1754328828&from=searchresults', 'https://www.booking.com/hotel/fr/cezanne-aix-en-provence.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=93ba6bb78d0495bdf5aa07d6acb5cfa8&srepoch=1754328828&from=searchresults', 'https://www.booking.com/hotel/fr/renaissance-aix-en-provence.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=93ba6bb78d0495bdf5aa07d6acb5cfa8&srepoch=1754328828&from=searchresults', 'https://www.booking.com/hotel/fr/chateau-de-la-gaude.en-gb.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=93ba6bb78d0495bdf5aa07d6acb5cfa8&srepoch=1754328828&from=searchresults']","[8.4, 7.2, 8.0, 8.0, 9.2, 9.0, 8.4, 8.0, 8.4, 8.4, 8.1, 8.2, 8.4, 9.3, 8.6, 8.4, 9.0, 8.7, 8.5, 9.1]","['Located 500 metres from the Granet Museum, Hôtel Le Mozart offers air-conditioned rooms with free WiFi. It is easily accessed from Motorway A8, a 3-minute drive away. ', 'Located in the heart of Aix-en-Provence, Hôtel de France is situated in a street parallel to Cours Mirabeau only 50 metres from the famous Fontaine de la Rotonde, and offers air conditioned rooms with...', None, 'Set in Aix-en-Provence, 34 km from Marseille Saint-Charles Train Station, Le Set Hôtel & Spa offers accommodation with a seasonal outdoor swimming pool, free private parking, a terrace and a...', 'Set in Aix-en-Provence in Cours Mirabeau, Les Suites du Cours & Spa boasts a spa centre. Saint-Sauveur Cathedral is 600 metres away. Free WiFi is featured throughout the property. ', 'Set in 5-hectare park with vineyards and Olive trees, Les Lodges Sainte-Victoire is a hotel decorated in an elegant style. ', None, 'Located a 10-minute walk from the centre of Aix-en-Provence, Best Western Hotel le Galice Aix-en-Provence features a seasonal outdoor pool and a terrace. Free WiFi is available throughout the...', None, 'Located just of the famous Cours Mirabeau in the heart of the old town of Aix-en-Provence, Hotel Les Augustins is set within the walls of a 12th-century convent. ', 'Hôtel de la Rotonde Aix en Provence is located in central Aix-en-Provence,5 minutes walk from the Bus station. Free WiFi is provided. ', 'Negrecoste Hôtel & Spa is an 18th century hotel with a sun terrace, set in the heart of the Cours Mirabeau, a 10-minute walk from Aix-en-Provence SNCF Train and Bus Station. ', 'In the heart of Aix-en-Provence, the La Caravelle hotel welcomes you less than an 8-minute walk from the Cours Mirabeau, the Granet Museum and the Palais des Congrès. ', 'Set 800 M from Cours Mirabeau in Aix-en-Provence, Villa Saint-Ange hotel features a heated outdoor swimming pool, a Provencal garden, and a French restaurant and bar with a terrace. ', 'Surrounded by a beautiful garden, Aquabella offers Provencal-style rooms and guests have free access to the spa. It is located in central Aix-en-Provence, a short walk from the old town. ', None, 'Featuring a private garden with 2 terraces and an on-site restaurant, Hôtel Particulier Le 28 - Spa & Art Luxury Design by Alain Ducasse is located in Aix-en-Provence. ', 'This boutique design hotel is located in the centre of Aix-en-Provence and offers 55 rooms. If features a terrace and a lounge. The air-conditioned rooms at the Hotel Cézanne have free WiFi access. ', 'Located within a 10-minute walk of the centre of Aix-en-Provence, Renaissance Aix-en-Provence Hotel boasts free access to a spa with a heated indoor pool, steam room, fitness room, and 2 treatment...', 'Set in Aix-en-Provence, 38 km from Marseille Saint-Charles Train Station, Château de la Gaude offers accommodation with a seasonal outdoor swimming pool, free private parking, a fitness centre and a...']","[43.52191762, 43.52693137, 43.528614, 43.5475057, 43.52697234, 43.5211698, nan, 43.5280311, 43.53004967, nan, 43.52391014, 43.52684969, 43.52485921, 43.523068, 43.5312636, 43.52332474, 43.5247755, 43.52356201, 43.52624048, 43.56879]","[5.45787156, 5.44626698, 5.426005, 5.3873295, 5.44928754, 5.49659729, nan, 5.43435931, 5.44414669, nan, 5.44249445, 5.44901088, 5.45370072, 5.457699, 5.44507004, 5.44972569, 5.4502245, 5.44593707, 5.43820493, 5.47851]"
