,name,url,score,description,city,latitude,longitude
450,Chez Victor H,https://www.booking.com/hotel/fr/victor-hugo-amiens2.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4ArXP0LgGwAIB0gIkZGFmMWEwOTgtODdlNS00OTgxLWIwYjYtMjNkZjZkNWQ1N2Yz2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=ee7c989aac240107&srepoch=1729374134&from=searchresults,8.2,"Located in Amiens and with Amiens Train Station reachable within 600 metres, Chez Victor H provides express check-in and check-out, non-smoking rooms, a garden, free WiFi throughout the property and a...",Amiens,49.8922894,2.30258571
451,"Une maison en ville, Hyper Centre ville, Spa",https://www.booking.com/hotel/fr/une-maison-en-ville-amiens.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4ArXP0LgGwAIB0gIkZGFmMWEwOTgtODdlNS00OTgxLWIwYjYtMjNkZjZkNWQ1N2Yz2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=ee7c989aac240107&srepoch=1729374134&from=searchresults,8.9,"Set in Amiens, 2.5 km from Zénith d'Amiens and 1.7 km from The Floating gardens Park, Une maison en ville, Hyper Centre ville, Spa offers a garden, a shared lounge and free WiFi. ",Amiens,49.889702,2.2984392
452,Appartement Les Jardins de Jules Verne - Côté Mer,https://www.booking.com/hotel/fr/les-jardins-de-jules-verne-cote-mer.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4ArXP0LgGwAIB0gIkZGFmMWEwOTgtODdlNS00OTgxLWIwYjYtMjNkZjZkNWQ1N2Yz2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=ee7c989aac240107&srepoch=1729374134&from=searchresults,9.0,"Appartement Les Jardins de Jules Verne - Côté Mer is set in Amiens, 2.8 km from Zénith d'Amiens, 1.5 km from Berny's Museum, and 2.4 km from The Floating gardens Park. ",Amiens,49.8860539,2.2902209
453,Mercure Amiens Cathédrale,https://www.booking.com/hotel/fr/mercure-amiens-cathdrale.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4ArXP0LgGwAIB0gIkZGFmMWEwOTgtODdlNS00OTgxLWIwYjYtMjNkZjZkNWQ1N2Yz2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=ee7c989aac240107&srepoch=1729374134&from_sustainable_property_sr=1&from=searchresults,8.3,,Amiens,49.89571084,2.29956239
454,L Amiens Haussmann-Gare-Centre-ville Hortillonnages-WIFI,https://www.booking.com/hotel/fr/amiens-haussmann-wifi-5min-gare-centre-hortillonnages.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4ArXP0LgGwAIB0gIkZGFmMWEwOTgtODdlNS00OTgxLWIwYjYtMjNkZjZkNWQ1N2Yz2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=ee7c989aac240107&srepoch=1729374134&from=searchresults,9.3,"Situated 3.8 km from Zénith d'Amiens, 600 metres from The Floating gardens Park and less than 1 km from Berny's Museum, L Amiens Haussmann-Gare-Centre-ville Hortillonnages-WIFI features accommodation...",Amiens,49.8928126,2.3104514
455,Odalys City Amiens Blamont,https://www.booking.com/hotel/fr/appart-39-odalys-blamont.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4ArXP0LgGwAIB0gIkZGFmMWEwOTgtODdlNS00OTgxLWIwYjYtMjNkZjZkNWQ1N2Yz2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=ee7c989aac240107&srepoch=1729374134&from_sustainable_property_sr=1&from=searchresults,7.9,"Set within 2.8 km of Zénith d'Amiens and 900 metres of Berny's Museum in Amiens, Odalys City Amiens Blamont offers accommodation with free WiFi. ",Amiens,49.88714842,2.3116109
456,"Holiday Inn Express Amiens, an IHG Hotel",https://www.booking.com/hotel/fr/express-by-holiday-inn.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4ArXP0LgGwAIB0gIkZGFmMWEwOTgtODdlNS00OTgxLWIwYjYtMjNkZjZkNWQ1N2Yz2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=ee7c989aac240107&srepoch=1729374134&from_sustainable_property_sr=1&from=searchresults,7.9,Holiday Inn Express offers comfortable guest rooms with free WiFi. It is located in the centre of Amiens just 50 metres from the Train Station and a 10-minute walk from the Cathedral. ,Amiens,49.8916762,2.30775386
457,Le Cottage des Hortillonnages,https://www.booking.com/hotel/fr/le-cottage-des-hortillons.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4ArXP0LgGwAIB0gIkZGFmMWEwOTgtODdlNS00OTgxLWIwYjYtMjNkZjZkNWQ1N2Yz2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=ee7c989aac240107&srepoch=1729374134&from_sustainable_property_sr=1&from=searchresults,9.2,"Located in Amiens, 1.5 km from Amiens Train Station and 5.1 km from Zénith d'Amiens, Le Cottage des Hortillonnages offers a garden and air conditioning. ",Amiens,49.89755206,2.31635948
458,Cocon centre ville - gare,https://www.booking.com/hotel/fr/cocon-centre-ville-gare.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4ArXP0LgGwAIB0gIkZGFmMWEwOTgtODdlNS00OTgxLWIwYjYtMjNkZjZkNWQ1N2Yz2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=ee7c989aac240107&srepoch=1729374134&from=searchresults,9.7,"Cocon centre ville - gare has a patio and is situated in Amiens, within just less than 1 km of Berny's Museum and a 17-minute walk of The Floating gardens Park. ",Amiens,49.8865202,2.3022562
459,ibis budget Amiens Centre Gare,https://www.booking.com/hotel/fr/ibis-budget-amiens-centre-gare.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4ArXP0LgGwAIB0gIkZGFmMWEwOTgtODdlNS00OTgxLWIwYjYtMjNkZjZkNWQ1N2Yz2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=ee7c989aac240107&srepoch=1729374134&from_sustainable_property_sr=1&from=searchresults,8.0,,Amiens,49.891591,2.313573
460,B&B HOTEL Amiens Centre Cathédrale,https://www.booking.com/hotel/fr/ibis-amiens-centre-cathedrale.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4ArXP0LgGwAIB0gIkZGFmMWEwOTgtODdlNS00OTgxLWIwYjYtMjNkZjZkNWQ1N2Yz2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=ee7c989aac240107&srepoch=1729374134&from_sustainable_property_sr=1&from=searchresults,7.9,"Offering a restaurant and free Wi-Fi, B&B HOTEL Amiens Centre Cathédrale is located in the centre of Amiens. Rooms here will provide you with a flat-screen TV and a desk. ",Amiens,49.891999,2.29197
461,Maison Longuevie,https://www.booking.com/hotel/fr/longuevie.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4ArXP0LgGwAIB0gIkZGFmMWEwOTgtODdlNS00OTgxLWIwYjYtMjNkZjZkNWQ1N2Yz2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=ee7c989aac240107&srepoch=1729374134&from=searchresults,9.4,"Set in Amiens, 400 metres from the Museum of Picardy, Maison Longuevie offers accommodation with free WiFi and flat-screen TV, as well as a garden and a terrace. ",Amiens,49.887694,2.294524
462,Moxy Amiens,https://www.booking.com/hotel/fr/campanile-amiens-centre-gare.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4ArXP0LgGwAIB0gIkZGFmMWEwOTgtODdlNS00OTgxLWIwYjYtMjNkZjZkNWQ1N2Yz2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=ee7c989aac240107&srepoch=1729374134&from_sustainable_property_sr=1&from=searchresults,8.5,,Amiens,49.891249,2.30953
463,Nemea Appart Hotel Coliseum Amiens Centre,https://www.booking.com/hotel/fr/nemea-appart-coliseum.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4ArXP0LgGwAIB0gIkZGFmMWEwOTgtODdlNS00OTgxLWIwYjYtMjNkZjZkNWQ1N2Yz2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=ee7c989aac240107&srepoch=1729374134&from=searchresults,8.5,"Featuring 3-star accommodation, Nemea Appart Hotel Coliseum Amiens Centre is set in Amiens, 1.7 km from Amiens Train Station and 1.9 km from Zénith d'Amiens. ",Amiens,49.8921749,2.2889352
464,Les Hortensias Blancs Studio,https://www.booking.com/hotel/fr/les-hortensias-blancs.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4ArXP0LgGwAIB0gIkZGFmMWEwOTgtODdlNS00OTgxLWIwYjYtMjNkZjZkNWQ1N2Yz2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=ee7c989aac240107&srepoch=1729374134&from=searchresults,9.5,"Offering quiet street views, Les Hortensias Blancs Studio is an accommodation situated in Amiens, 3 km from Zénith d'Amiens and 1.1 km from The Floating gardens Park. ",Amiens,49.8961405,2.3007116
465,Le Quai amiénois - Nid douillet moderne face à la Cathédrale,https://www.booking.com/hotel/fr/nid-douillet-moderne-face-a-la-cathedrale.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4ArXP0LgGwAIB0gIkZGFmMWEwOTgtODdlNS00OTgxLWIwYjYtMjNkZjZkNWQ1N2Yz2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=ee7c989aac240107&srepoch=1729374134&from=searchresults,8.9,"Le Quai amiénois - Nid douillet moderne face à la Cathédrale is set in Amiens, 3.4 km from Zénith d'Amiens, 700 metres from The Floating gardens Park, as well as 600 metres from Berny's Museum. ",Amiens,49.8961556,2.3056946
466,Hotel Le Prieuré et La Résidence,https://www.booking.com/hotel/fr/le-prieure-amiens.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4ArXP0LgGwAIB0gIkZGFmMWEwOTgtODdlNS00OTgxLWIwYjYtMjNkZjZkNWQ1N2Yz2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=ee7c989aac240107&srepoch=1729374134&from_sustainable_property_sr=1&from=searchresults,8.4,"Located in Amiens city centre, Hotel Le Prieuré et la Résidence are at the foot of the Amiens Cathedral. It offers free Wi-Fi internet access and individually-decorated rooms with antique furnishings....",Amiens,49.89444519,2.30094239
467,ibis Styles Amiens Centre,https://www.booking.com/hotel/fr/ibis-styles-amiens-centre.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4ArXP0LgGwAIB0gIkZGFmMWEwOTgtODdlNS00OTgxLWIwYjYtMjNkZjZkNWQ1N2Yz2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=ee7c989aac240107&srepoch=1729374134&from_sustainable_property_sr=1&from=searchresults,8.7,,Amiens,49.891422,2.304996
468,Appartement Les Jardins de Jules Verne - Côté Jardin,https://www.booking.com/hotel/fr/les-jardins-de-jules-verne-cote-jardin-amiens.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4ArXP0LgGwAIB0gIkZGFmMWEwOTgtODdlNS00OTgxLWIwYjYtMjNkZjZkNWQ1N2Yz2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=ee7c989aac240107&srepoch=1729374134&from_sustainable_property_sr=1&from=searchresults,9.1,"Boasting garden views, Appartement Les Jardins de Jules Verne - Côté Jardin features accommodation with a garden and a terrace, around 2.8 km from Zénith d'Amiens. ",Amiens,49.8860539,2.2902209
469,Ginkgo Maison d'hôtes,https://www.booking.com/hotel/fr/ginkgo-maison-d-39-hotes.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4ArXP0LgGwAIB0gIkZGFmMWEwOTgtODdlNS00OTgxLWIwYjYtMjNkZjZkNWQ1N2Yz2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=ee7c989aac240107&srepoch=1729374134&from=searchresults,9.2,"Featuring a garden and views of city, Ginkgo Maison d'hôtes is a guest house set in a historic building in Amiens, 1.3 km from Amiens Train Station. ",Amiens,49.887125,2.295143
470,Le Petit Grillo - Gite proche des gorges du Verdon,https://www.booking.com/hotel/fr/le-petit-grillo-gite-proche-du-verdon.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCF3NlYXJjaF9nb3JnZXMgZHUgdmVyZG9uSDNYBGhNiAEBmAEJuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAK1z9C4BsACAdICJDQ3ODhhOTMxLTFiMjAtNGUzYy1iMmU4LWVhMmFjZTY5YmRhZNgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=28e4989a5a96003d&srepoch=1729374133&from_sustainable_property_sr=1&from=searchresults,9.1,"Set in Allemagne-en-Provence in the Provence-Alpes-Côte d'Azur region, Le Petit Grillo - Gite proche des gorges du Verdon has a garden. ",Gorges du Verdon,43.79260084,6.02548681
471,L'Establoun,https://www.booking.com/hotel/fr/l-39-establoun.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCF3NlYXJjaF9nb3JnZXMgZHUgdmVyZG9uSDNYBGhNiAEBmAEJuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAK1z9C4BsACAdICJDQ3ODhhOTMxLTFiMjAtNGUzYy1iMmU4LWVhMmFjZTY5YmRhZNgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=28e4989a5a96003d&srepoch=1729374133&from_sustainable_property_sr=1&from=searchresults,9.2,"Featuring air-conditioned accommodation with a private pool, pool view and a terrace, L'Establoun is located in Saint-Martin-de-Brômes. ",Gorges du Verdon,43.76942015,5.95150132
472,Verdon Secret - L'escapade parfaite,https://www.booking.com/hotel/fr/appart-t3-au-coeur-de-greoux-les-bains.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCF3NlYXJjaF9nb3JnZXMgZHUgdmVyZG9uSDNYBGhNiAEBmAEJuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAK1z9C4BsACAdICJDQ3ODhhOTMxLTFiMjAtNGUzYy1iMmU4LWVhMmFjZTY5YmRhZNgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=28e4989a5a96003d&srepoch=1729374133&from_sustainable_property_sr=1&from=searchresults,8.6,"Set in Gréoux-les-Bains, Verdon Secret - L'escapade parfaite has a recently renovated accommodation 22 km from Golf du Luberon. ",Gorges du Verdon,43.7588382,5.8844546
473,Auberge de Baudinard sur Verdon,https://www.booking.com/hotel/fr/auberge-de-baudinard.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCF3NlYXJjaF9nb3JnZXMgZHUgdmVyZG9uSDNYBGhNiAEBmAEJuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAK1z9C4BsACAdICJDQ3ODhhOTMxLTFiMjAtNGUzYy1iMmU4LWVhMmFjZTY5YmRhZNgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=28e4989a5a96003d&srepoch=1729374133&from=searchresults,8.6,"L’Auberge de Baudinard, located besides Verdon Gorge River Canyon, is set in a Post Office from the 17th century. ",Gorges du Verdon,43.71600388,6.13406986
474,Le Chemin Neuf,https://www.booking.com/hotel/fr/le-chemin-neuf-greoux-les-bains.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCF3NlYXJjaF9nb3JnZXMgZHUgdmVyZG9uSDNYBGhNiAEBmAEJuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAK1z9C4BsACAdICJDQ3ODhhOTMxLTFiMjAtNGUzYy1iMmU4LWVhMmFjZTY5YmRhZNgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=28e4989a5a96003d&srepoch=1729374133&from=searchresults,7.7,"Le Chemin Neuf features accommodation in Gréoux-les-Bains. With free WiFi, this 1-star hotel has a terrace and a restaurant. The property is non-smoking and is situated 22 km from Golf du Luberon. ",Gorges du Verdon,43.75885772,5.8853766
475,La Bastide du Calalou; BW Signature Collection,https://www.booking.com/hotel/fr/bastide-du-calalou.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCF3NlYXJjaF9nb3JnZXMgZHUgdmVyZG9uSDNYBGhNiAEBmAEJuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAK1z9C4BsACAdICJDQ3ODhhOTMxLTFiMjAtNGUzYy1iMmU4LWVhMmFjZTY5YmRhZNgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=28e4989a5a96003d&srepoch=1729374133&from_sustainable_property_sr=1&from=searchresults,8.8,,Gorges du Verdon,43.65436638,6.16950452
476,Les Gites De La Gassende,https://www.booking.com/hotel/fr/les-gites-de-la-gassende.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCF3NlYXJjaF9nb3JnZXMgZHUgdmVyZG9uSDNYBGhNiAEBmAEJuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAK1z9C4BsACAdICJDQ3ODhhOTMxLTFiMjAtNGUzYy1iMmU4LWVhMmFjZTY5YmRhZNgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=28e4989a5a96003d&srepoch=1729374133&from=searchresults,9.4,"Located in Riez, within 39 km of Golf du Luberon and 39 km of Digne Golf Course, Les Gites De La Gassende provides accommodation with a garden and free WiFi as well as free private parking for guests...",Gorges du Verdon,43.828948,6.06024475
477,Villa Thermae,https://www.booking.com/hotel/fr/villa-thermae-greoux-les-bains1.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCF3NlYXJjaF9nb3JnZXMgZHUgdmVyZG9uSDNYBGhNiAEBmAEJuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAK1z9C4BsACAdICJDQ3ODhhOTMxLTFiMjAtNGUzYy1iMmU4LWVhMmFjZTY5YmRhZNgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=28e4989a5a96003d&srepoch=1729374133&from_sustainable_property_sr=1&from=searchresults,8.2,"Villa Thermae is located in Gréoux-les-Bains. This property offers access to a balcony, free private parking and free WiFi. The property is non-smoking and is situated 23 km from Golf du Luberon. ",Gorges du Verdon,43.75534152,5.89141412
478,Oasis tranquille - L'évasion au Verdon,https://www.booking.com/hotel/fr/studio-du-verdon.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCF3NlYXJjaF9nb3JnZXMgZHUgdmVyZG9uSDNYBGhNiAEBmAEJuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAK1z9C4BsACAdICJDQ3ODhhOTMxLTFiMjAtNGUzYy1iMmU4LWVhMmFjZTY5YmRhZNgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=28e4989a5a96003d&srepoch=1729374133&from=searchresults,7.8,"Offering a shared lounge, Oasis tranquille - L'évasion au Verdon provides accommodation in Gréoux-les-Bains. The property has garden and inner courtyard views. ",Gorges du Verdon,43.75884617,5.88448403
479,Camping Arbre de Vie,https://www.booking.com/hotel/fr/camping-arbre-de-vie.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCF3NlYXJjaF9nb3JnZXMgZHUgdmVyZG9uSDNYBGhNiAEBmAEJuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAK1z9C4BsACAdICJDQ3ODhhOTMxLTFiMjAtNGUzYy1iMmU4LWVhMmFjZTY5YmRhZNgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=28e4989a5a96003d&srepoch=1729374133&from_sustainable_property_sr=1&from=searchresults,8.5,"Located within 41 km of Golf du Luberon and 45 km of Digne Golf Course in Montagnac, Camping Arbre de Vie provides accommodation with seating area. ",Gorges du Verdon,43.777784,6.102316
480,Camping Calme et Nature,https://www.booking.com/hotel/fr/calme-et-nature-castellane.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCF3NlYXJjaF9nb3JnZXMgZHUgdmVyZG9uSDNYBGhNiAEBmAEJuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAK1z9C4BsACAdICJDQ3ODhhOTMxLTFiMjAtNGUzYy1iMmU4LWVhMmFjZTY5YmRhZNgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=28e4989a5a96003d&srepoch=1729374133&from_sustainable_property_sr=1&from=searchresults,8.6,"This camping site is situated in the heart of the Verdon Gorges, at an altitude of 765 metres and just 2 km from Castellane. Camping Calme et Nature boasts a barbecue and sun terrace. ",Gorges du Verdon,43.83796907,6.49042815
481,Le gite du grand cèdre - proche des gorges du Verdon,https://www.booking.com/hotel/fr/le-gite-du-grand-cedre.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCF3NlYXJjaF9nb3JnZXMgZHUgdmVyZG9uSDNYBGhNiAEBmAEJuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAK1z9C4BsACAdICJDQ3ODhhOTMxLTFiMjAtNGUzYy1iMmU4LWVhMmFjZTY5YmRhZNgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=28e4989a5a96003d&srepoch=1729374133&from=searchresults,9.2,"Set just 44 km from Digne Golf Course, Le gite du grand cèdre - proche des gorges du Verdon features accommodation in Allemagne-en-Provence with access to a garden, barbecue facilities, as well as...",Gorges du Verdon,43.77929309,6.00733668
482,B&B Auberge Verdon,https://www.booking.com/hotel/fr/auberge-verdon.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCF3NlYXJjaF9nb3JnZXMgZHUgdmVyZG9uSDNYBGhNiAEBmAEJuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAK1z9C4BsACAdICJDQ3ODhhOTMxLTFiMjAtNGUzYy1iMmU4LWVhMmFjZTY5YmRhZNgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=28e4989a5a96003d&srepoch=1729374133&from=searchresults,8.5,"Offering a sun terrace and views of the mountain, Auberge Verdon is a B&B situated in La Palud in the Provence-Alpes-Côte d'Azur Region, 90 km from Fréjus, at the beginning of the Route des Crètes. ",Gorges du Verdon,43.77685646,6.36106521
