,name,url,score,description,city,latitude,longitude
0,Mama Shelter Toulouse,https://www.booking.com/hotel/fr/mama-shelter-toulouse.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF90b3Vsb3VzZUgzWARoTYgBAZgBCbgBCsgBBdgBAegBAfgBA4gCAagCA7gCj83QuAbAAgHSAiRjOTQ0NTQxYi0yYmJmLTQ5NDAtOTU3Yi1kZTZiZjZhYzZiZDnYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=42a3980772750259&srepoch=1729373840&from=searchresults,8.6,"Mama Shelter Toulouse provides rooms in Toulouse, 2.2 km from Toulouse Expo, 2.8 km from Toulouse Stadium and 3.3 km from Zénith de Toulouse. ",Toulouse,43.605414,1.449934
1,Sur le quai,https://www.booking.com/hotel/fr/sur-le-quai-courtaboeuf-cedex.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgzWARoTYgBAZgBCbgBCsgBBdgBAegBAfgBA4gCAagCA7gClM3QuAbAAgHSAiQ3Mjc3ZDg3My05YjgxLTQ0NWItODVkYS05YmUwZDJiM2E0MDfYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=c826980ab39500d2&srepoch=1729373845&from=searchresults,9.7,"Located in Carcassonne, sur le quai has a garden with a seasonal outdoor swimming pool and a communal terrace with a panoramic view of the medieval city walls. ",Carcassonne,43.20933921,2.35571296
2,Hotel Villa Koegui Biarritz,https://www.booking.com/hotel/fr/7b.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9iaWFycml0ekgzWARoTYgBAZgBCbgBCsgBBdgBAegBAfgBA4gCAagCA7gCmM3QuAbAAgHSAiQ2YzFiNzc3Zi1iZjEyLTRhYmYtYTFiZC03YzgwNzQ1NjgzNzTYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=ca84980c9180007d&srepoch=1729373849&from_sustainable_property_sr=1&from=searchresults,8.8,"Hotel Villa Koegui Biarritz is a design hotel located in the heart of Biarritz, just a 5 minute-walk from the beach, the local market and several underground car parlks. ",Biarritz,43.48070865,
3,"LA VILLA DIANE, Maison d'hôtes, Bed and Breakfast",https://www.booking.com/hotel/fr/la-villa-diane-montauban.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tb250YXViYW5IM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApnN0LgGwAIB0gIkMzViYjc3YzEtYWI0Ny00YmNlLTkxMzgtYmFjYjk3MmQ4ZWQ32AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=5f36980c3276027d&srepoch=1729373850&from=searchresults,9.6,"Set in Montauban, LA VILLA DIANE, Maison d'hôtes, Bed and Breakfast offers accommodation with private pool, free WiFi and free private parking for guests who drive. ",Montauban,43.976012,1.3707879
4,"Rêves de vie, studio Port Miou perle rare à Cassis",https://www.booking.com/hotel/fr/reves-de-vie.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4AprN0LgGwAIB0gIkODUyNmExMzktYjg1Zi00MmIxLWE5NDctNWNhODk1OTk5YjFh2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=e751980dc001003e&srepoch=1729373851&from=searchresults,9.4,"Situated in Cassis and only 19 km from Orange Velodrome Stadium, Rêves de vie, studio Port Miou perle rare à Cassis features accommodation with mountain views, free WiFi and free private parking. ",Cassis,43.22728569,5.53310176
5,MiHotel Tour Rose,https://www.booking.com/hotel/fr/mihotel-tour-rose.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF9seW9uSDNYBGhNiAEBmAEJuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAKazdC4BsACAdICJGYxYjdmNDQ2LWVmZmItNGQ5Ni04ODcyLTk2ZDY4N2RiMWIzMdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=551f980d5aba0370&srepoch=1729373851&from_sustainable_property_sr=1&from=searchresults,8.3,"Set in Lyon, 700 metres from Basilica of Notre-Dame de Fourviere, MiHotel Tour Rose offers express check-in and check-out and free WiFi. ",Lyon,45.762725,4.82682
6,Citadines Presqu'île Lyon,https://www.booking.com/hotel/fr/citadines-aparthotel-lyon-presqu-ile.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF9seW9uSDNYBGhNiAEBmAEJuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAKazdC4BsACAdICJGYxYjdmNDQ2LWVmZmItNGQ5Ni04ODcyLTk2ZDY4N2RiMWIzMdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=551f980d5aba0370&srepoch=1729373851&from_sustainable_property_sr=1&from=searchresults,8.4,"Citadines Presqu'île Lyon is located in the centre of Lyon, between the Rhône and Saône Rivers in the heart of the Presqu'île district. ",Lyon,45.76158736,4.83262651
7,B&B HOTEL Marseille Prado Vélodrome,https://www.booking.com/hotel/fr/b-amp-b-marseille-velodrome-prado.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApvN0LgGwAIB0gIkYjUwM2RmYzctODRhMS00ZTFhLTg5ZDAtYTY2MjhlNWI5ZDRj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=adca980dc6f600ee&srepoch=1729373852&from_sustainable_property_sr=1&from=searchresults,7.9,,Marseille,43.26842246,5.39409652
8,Hôtel Le Médiéval,https://www.booking.com/hotel/fr/le-medieval.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCFHNlYXJjaF9haWd1ZXMgbW9ydGVzSDNYBGhNiAEBmAEJuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAKczdC4BsACAdICJDUwZDM5Mzg0LTFiOTQtNDMxYi04NTM3LTA3NGMxODQ2MTdhZtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=0998980e86ea0151&srepoch=1729373853&from_sustainable_property_sr=1&from=searchresults,8.7,"Le Médiéval is located on the banks of the canal in Aigues-Mortes, 30 km from Montpellier. It offers en suite rooms, free parking and an outdoor swimming pool. ",Aigues Mortes,43.57186625,4.19366169
9,Maison Albar Hotels L’Imperator,https://www.booking.com/hotel/fr/imperator-nimes.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9uaW1lc0gzWARoTYgBAZgBCbgBCsgBBdgBAegBAfgBA4gCAagCA7gCnM3QuAbAAgHSAiRkOTcwZjdhYy00NTA2LTRhZmQtYjBjYy1hNjVhYzdhMWQwMDDYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=b32a980ebd4302e5&srepoch=1729373853&from_sustainable_property_sr=1&from=searchresults,9.1,Maison Albar Hotels L’Imperator is a luxury hotel located in the city of Nimes. ,Nimes,43.83866613,4.35276791
10,Best Western Marquis de la Baume,https://www.booking.com/hotel/fr/ha-tel-la-baume.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9uaW1lc0gzWARoTYgBAZgBCbgBCsgBBdgBAegBAfgBA4gCAagCA7gCnM3QuAbAAgHSAiRkOTcwZjdhYy00NTA2LTRhZmQtYjBjYy1hNjVhYzdhMWQwMDDYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=b32a980ebd4302e5&srepoch=1729373853&from=searchresults,8.1,"Located in the centre of the historic town of Nîmes, Hôtel Marquis de la Baume is a 17th-century town house just 3.7 km from Parc Expo Nîmes and 650 metres from Nîmes Arena. Free WiFi is provided. ",Nimes,43.83959476,4.3610841
11,"Aix Homes ""Les Allées Provençales""",https://www.booking.com/hotel/fr/aix-homes-1.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCFnNlYXJjaF9haXggZW4gcHJvdmVuY2VIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4Ap3N0LgGwAIB0gIkMjFkZWI1ZmUtNzc2OS00ZmIxLTk3OWQtZWQ0MTEyODU0MDM42AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=93d0980e4b57036f&srepoch=1729373854&from=searchresults,9.2,"Set in Aix-en-Provence, the recently renovated Aix Homes ""Les Allées Provençales"" offers accommodation 30 km from Joliette Metro Station and 31 km from Les Terrasses du Port Shopping Centre. ",Aix en Provence,43.5256056,5.4409509
12,Hotel Camille,https://www.booking.com/hotel/fr/camille.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4Ap3N0LgGwAIB0gIkYzRkZWYxMGYtYjg1Ni00ZjQ2LWEwYjYtMzYzMjI5MjZjNDFi2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=8fa5980ed7040423&srepoch=1729373854&from_sustainable_property_sr=1&from=searchresults,7.8,"This air-conditioned hotel featuring a terrace is located on the beachfront in Saintes-Maries-de-la-Mer, 35 km from Arles. Free Wi-Fi access and an LCD TV are offered in the modern rooms. ",Saintes Maries de la mer,43.45039148,4.42991227
13,Le Condorcet. Charme et confort à Championnet,https://www.booking.com/hotel/fr/le-condorcet-charme-et-confort-a-championnet.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBCsgBBdgBAegBAfgBA4gCAagCA7gCns3QuAbAAgHSAiQxNmQyOGFjNS0wM2RjLTQxOTQtOGQ2MS03YjNiNmNlNzhjNmTYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=7d20980ff93a001d&srepoch=1729373855&from=searchresults,8.8,"Located in the centre of Grenoble, Le Condorcet. Charme et confort à Championnet provides accommodation with free WiFi in a historic building. ",Grenoble,45.1857224,5.720604
14,In Situ B&B,https://www.booking.com/hotel/fr/in-situ-uzes.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF91emVzSDNYBGhNiAEBmAEJuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAKezdC4BsACAdICJDljZDk4YWNjLWQwODktNDZhOS1hZWM2LTNhMzkzNDJhZjIzZNgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=ca84980f91fd0082&srepoch=1729373855&from_sustainable_property_sr=1&from=searchresults,9.3,"In Situ B&B is situated in Uzès, 32 km from Parc Expo Nîmes, 38 km from Avignon Central Station, as well as 40 km from Papal Palace. ",Uzes,44.01315797,4.42056134
15,"Eole, villa d'architecte, vue mer, piscine",https://www.booking.com/hotel/fr/eole-villa-d-architecte-a-la-vue-surprenante.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCGXNlYXJjaF9ib3JtZXMgbGVzIG1pbW9zYXNIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4Ap7N0LgGwAIB0gIkY2YxOTA2ZTQtZDVmNi00YzZkLTgzOTMtMzI2ZWQxMmU2OTFl2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=52a4980f39c10418&srepoch=1729373855&from=searchresults,9.3,"Boasting accommodation with a private pool, garden view and a balcony, Eole, villa d'architecte, vue mer, piscine is set in Bormes-les-Mimosas. ",Bormes les Mimosas,43.1494841,6.3308947
16,Au coeur de Collioure,https://www.booking.com/hotel/fr/au-coeur-de-collioure.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4Ap_N0LgGwAIB0gIkNDdlMTczMDEtZGE1OC00Y2YwLTk1MjMtNjExMmYzNWNjNDEy2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=427d980f4a5306ed&srepoch=1729373856&from_sustainable_property_sr=1&from=searchresults,9.3,"Set in Collioure, 50 metres from Boramar Beach and 200 metres from Nord Beach, Au coeur de Collioure offers accommodation with free WiFi in a historic building. ",Collioure,42.5273935,3.0847579
17,Hotel Le Bon Port,https://www.booking.com/hotel/fr/le-bon-port.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4Ap_N0LgGwAIB0gIkNDdlMTczMDEtZGE1OC00Y2YwLTk1MjMtNjExMmYzNWNjNDEy2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=427d980f4a5306ed&srepoch=1729373856&from=searchresults,8.4,"Located a few meters from the La Cortina windmill, the establishment elegantly overlooks the sea over the bay of Collioure, its royal castle and its famous Notre Dame des Anges bell tower. ",Collioure,42.52411449,3.08936566
18,La Frégate,https://www.booking.com/hotel/fr/la-fra-c-gate-collioure.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4Ap_N0LgGwAIB0gIkNDdlMTczMDEtZGE1OC00Y2YwLTk1MjMtNjExMmYzNWNjNDEy2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=427d980f4a5306ed&srepoch=1729373856&from_sustainable_property_sr=1&from=searchresults,8.3,"La Frégate features a shared lounge, terrace, a restaurant and bar in Collioure. ",Collioure,42.52638625,3.08325659
19,Maison Nova - Boutique Hôtel & Spa,https://www.booking.com/hotel/fr/boutique-maison-nova.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4Ap_N0LgGwAIB0gIkNDdlMTczMDEtZGE1OC00Y2YwLTk1MjMtNjExMmYzNWNjNDEy2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=427d980f4a5306ed&srepoch=1729373856&from_sustainable_property_sr=1&from=searchresults,9.1,"Set in Collioure, 600 metres from Boramar Beach, Maison Nova - Boutique Hôtel & Spa offers accommodation with an outdoor swimming pool, free private parking, a garden and a terrace. ",Collioure,42.5288828,3.0793938
20,Résidence Collioure Plage,https://www.booking.com/hotel/fr/residence-collioure-plage-appart.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4Ap_N0LgGwAIB0gIkNDdlMTczMDEtZGE1OC00Y2YwLTk1MjMtNjExMmYzNWNjNDEy2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=427d980f4a5306ed&srepoch=1729373856&from_sustainable_property_sr=1&from=searchresults,9.2,"Offering accommodation with air conditioning in Collioure, Résidence Collioure Plage Appart gives onton a pedestrianised street leading to the beach. ",Collioure,42.52389238,3.08739067
21,Appartement Les Pieds dans l'eau,https://www.booking.com/hotel/fr/collioure-collioure12.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4Ap_N0LgGwAIB0gIkNDdlMTczMDEtZGE1OC00Y2YwLTk1MjMtNjExMmYzNWNjNDEy2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=427d980f4a5306ed&srepoch=1729373856&from=searchresults,9.1,"Appartement Les Pieds dans l'eau is set in Collioure, 300 metres from Reguers Beach, 1.1 km from Balette Beach, as well as 2.3 km from Collioure Royal Castle. ",Collioure,42.52370617,3.09836761
22,T2 bord de mer avec garage,https://www.booking.com/hotel/fr/t2-bord-de-mer-avec-garage.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4Ap_N0LgGwAIB0gIkNDdlMTczMDEtZGE1OC00Y2YwLTk1MjMtNjExMmYzNWNjNDEy2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=427d980f4a5306ed&srepoch=1729373856&from_sustainable_property_sr=1&from=searchresults,9.5,"Offering city views, T2 bord de mer avec garage is an accommodation set in Collioure, 300 metres from Port Avall Beach and 400 metres from Boutigue Beach. ",Collioure,42.5219555,3.0878545
23,AZUR-Les pieds dans l'eau-Vue sur Mer et Clocher de Collioure en toile de fond - WIFI FIBRE- PARKING Couvert,https://www.booking.com/hotel/fr/saphir-collioure.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4Ap_N0LgGwAIB0gIkNDdlMTczMDEtZGE1OC00Y2YwLTk1MjMtNjExMmYzNWNjNDEy2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=427d980f4a5306ed&srepoch=1729373856&from=searchresults,8.9,"A recently renovated property, AZUR-Les pieds dans l'eau-Vue sur Mer et Clocher de Collioure en toile de fond - WIFI FIBRE- PARKING Couvert is set in Collioure near Reguers Beach, Oli Beach and...",Collioure,42.52404982,3.09655284
24,Ibanova Appartements,https://www.booking.com/hotel/fr/ibanova.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4Ap_N0LgGwAIB0gIkNDdlMTczMDEtZGE1OC00Y2YwLTk1MjMtNjExMmYzNWNjNDEy2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=427d980f4a5306ed&srepoch=1729373856&from_sustainable_property_sr=1&from=searchresults,8.4,"Set within 200 metres of Boutigue Beach and 200 metres of Port Avall Beach, Ibanova Appartements offers rooms with air conditioning and a private bathroom in Collioure. ",Collioure,42.5231333,3.0855761
25,Hotel Méditerranée,https://www.booking.com/hotel/fr/mediterranee-collioure.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4Ap_N0LgGwAIB0gIkNDdlMTczMDEtZGE1OC00Y2YwLTk1MjMtNjExMmYzNWNjNDEy2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=427d980f4a5306ed&srepoch=1729373856&from_sustainable_property_sr=1&from=searchresults,7.9,"Featuring a Mediterranean garden and a terrace, Hotel Méditerranée offers accommodation in Collioure, a 5-minute walk from the nearest beach. ",Collioure,42.52708254,3.08026291
26,Grand Hotel Du Golfe - Spa & Restaurant,https://www.booking.com/hotel/fr/grand-du-golfe.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4Ap_N0LgGwAIB0gIkNDdlMTczMDEtZGE1OC00Y2YwLTk1MjMtNjExMmYzNWNjNDEy2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=427d980f4a5306ed&srepoch=1729373856&from_sustainable_property_sr=1&from=searchresults,8.2,"Set on the Corniche, Grand Hotel Du Golfe - Spa & Restaurant is a 4 stars art design hotel dating from the 1970's, just 5 minutes' walk from the creeks and 10 minutes' walk from Racou Beach. ",Collioure,42.53378311,3.06433797
27,La Chambre De Salome,https://www.booking.com/hotel/fr/la-chambre-de-salome.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4Ap_N0LgGwAIB0gIkNDdlMTczMDEtZGE1OC00Y2YwLTk1MjMtNjExMmYzNWNjNDEy2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=427d980f4a5306ed&srepoch=1729373856&from=searchresults,8.8,"Situated in Collioure and only less than 1 km from Port Avall Beach, La Chambre De Salome features accommodation with mountain views, free WiFi and free private parking. ",Collioure,42.5211169,3.07730913
28,Fenêtre sur Collioure,https://www.booking.com/hotel/fr/fenetre-sur-collioure.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4Ap_N0LgGwAIB0gIkNDdlMTczMDEtZGE1OC00Y2YwLTk1MjMtNjExMmYzNWNjNDEy2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=427d980f4a5306ed&srepoch=1729373856&from=searchresults,9.6,"A recently renovated property, Fenêtre sur Collioure is set in Collioure near Nord Beach, Saint Vincent Beach and Boutigue Beach. ",Collioure,42.52709583,3.08452355
29,Gorgeous apartment superbly located in old town,https://www.booking.com/hotel/fr/gorgeous-apartment-superbly-located-in-old-town.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4Ap_N0LgGwAIB0gIkNDdlMTczMDEtZGE1OC00Y2YwLTk1MjMtNjExMmYzNWNjNDEy2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=427d980f4a5306ed&srepoch=1729373856&from=searchresults,9.6,"Situated in Collioure, 500 metres from Port Avall Beach and 500 metres from Nord Beach, Gorgeous apartment superbly located in old town offers air conditioning. ",Collioure,42.5259943,3.0819807
30,Le Petit Colliourenc,https://www.booking.com/hotel/fr/le-petit-colliourenc.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4Ap_N0LgGwAIB0gIkNDdlMTczMDEtZGE1OC00Y2YwLTk1MjMtNjExMmYzNWNjNDEy2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=427d980f4a5306ed&srepoch=1729373856&from=searchresults,9.0,"Located 1.2 km from Port Avall Beach, 1.3 km from Ouille Beach and 1.1 km from Collioure Royal Castle, Le Petit Colliourenc features accommodation set in Collioure. ",Collioure,42.52612488,3.07560664
31,APP' ART CENTRE PLAGE + PARKING GRATUIT,https://www.booking.com/hotel/fr/app-art-centre-plage-parking-gratuit.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4Ap_N0LgGwAIB0gIkNDdlMTczMDEtZGE1OC00Y2YwLTk1MjMtNjExMmYzNWNjNDEy2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=427d980f4a5306ed&srepoch=1729373856&from_sustainable_property_sr=1&from=searchresults,8.8,"Set within 60 metres of Port Avall Beach and 60 metres of Boutigue Beach, APP' ART CENTRE PLAGE + PARKING GRATUIT offers rooms with air conditioning and a private bathroom in Collioure. ",Collioure,42.52334528,3.08696844
32,Hôtel la Bona Casa,https://www.booking.com/hotel/fr/la-bona-casa.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9jb2xsaW91cmVIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4Ap_N0LgGwAIB0gIkNDdlMTczMDEtZGE1OC00Y2YwLTk1MjMtNjExMmYzNWNjNDEy2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=427d980f4a5306ed&srepoch=1729373856&from=searchresults,8.5,"Hotel Bona Casa is located in the historic centre of Collioure, just 300 metres from the beach and from the Château Royal. The hotel proposes free Wi-Fi internet access and a shaded terrace. ",Collioure,42.52547153,3.0826987
